id,text,category,binary_label,severity,language,source
13843,Really get lost you incompetent right now!,general_abuse,1,medium,en,synthetic_template_v1
13844,listen nobody cares about your answer today,general_abuse,1,medium,en,synthetic_template_v1
13845,Seriously your answer proves you know nothing every time!,academic_attack,1,medium,en,synthetic_template_v1
13846,you are not welcome in our discussion in this group,exclusion,1,medium,en,synthetic_template_v1
13847,again i disagree with your answer but i respect your view right now,normal,0,none,en,synthetic_template_v1
13848,really you failed again in front of everyone right now,humiliation,1,high,en,synthetic_template_v1
13849,Honestly please share your assignment when you are free every time!,normal,0,none,en,synthetic_template_v1
13850,again your appearance looks embarrassing in that photo today,appearance_attack,1,high,en,synthetic_template_v1
13851,listen i really liked your opinion right now,normal,0,none,en,synthetic_template_v1
13852,keep talking and show everyone how pathetic you are every time,provocation,1,medium,en,synthetic_template_v1
13853,Honestly people are sharing stories to make fun of you right now!,rumor_mockery,1,high,en,synthetic_template_v1
13854,honestly your effort on this project is appreciated today,normal,0,none,en,synthetic_template_v1
13855,seriously everyone heard that you ruined the answer every time,rumor_mockery,1,high,en,synthetic_template_v1
13856,honestly post another hopeless design for us to mock today,provocation,1,medium,en,synthetic_template_v1
13857,honestly post another nonsense message for us to mock online,provocation,1,medium,en,synthetic_template_v1
13858,listen post another ridiculous idea for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
13859,Really people say your drawing was copied online,rumor_mockery,1,high,en,synthetic_template_v1
13860,listen post another terrible comment for us to mock,provocation,1,medium,en,synthetic_template_v1
13861,Listen your posts are absolute trash right now!,general_abuse,1,medium,en,synthetic_template_v1
13862,listen your posts are absolute trash,general_abuse,1,medium,en,synthetic_template_v1
13863,Again i disagree with your presentation but i respect your view in this group.,normal,0,none,en,synthetic_template_v1
13864,again you embarrassed yourself with that presentation every time,humiliation,1,high,en,synthetic_template_v1
13865,Honestly you are too worthless to understand this report!,academic_attack,1,medium,en,synthetic_template_v1
13866,really you embarrassed yourself with that assignment in this group,humiliation,1,high,en,synthetic_template_v1
13867,again get lost you pathetic every time,general_abuse,1,medium,en,synthetic_template_v1
13868,seriously shut up and stop being so incompetent in this group,general_abuse,1,medium,en,synthetic_template_v1
13869,Really continue arguing because nobody takes you seriously in this group,provocation,1,medium,en,synthetic_template_v1
13870,honestly post another terrible message for us to mock every time,provocation,1,medium,en,synthetic_template_v1
13871,you will never complete this message correctly in this group,academic_attack,1,medium,en,synthetic_template_v1
13872,listen people say your design was copied,rumor_mockery,1,high,en,synthetic_template_v1
13873,again let us improve the report together,normal,0,none,en,synthetic_template_v1
13874,your project is impressive today,normal,0,none,en,synthetic_template_v1
13875,Really post another awful message for us to mock every time!,provocation,1,medium,en,synthetic_template_v1
13876,again what a stupid thing to say in this group,insult,1,medium,en,synthetic_template_v1
13877,honestly you are a total failure today,general_abuse,1,medium,en,synthetic_template_v1
13878,honestly nobody should work with you on the comment online,exclusion,1,medium,en,synthetic_template_v1
13879,really let us improve the code together online,normal,0,none,en,synthetic_template_v1
13880,Listen please share your drawing when you are free right now!,normal,0,none,en,synthetic_template_v1
13881,listen this code was useful and interesting today,normal,0,none,en,synthetic_template_v1
13882,seriously we will keep reporting every assignment you post online,harassment,1,high,en,synthetic_template_v1
13883,your profile picture looks terrible online,appearance_attack,1,high,en,synthetic_template_v1
13884,Really stop being such a loser every time,general_abuse,1,medium,en,synthetic_template_v1
13885,again you sound incompetent in this presentation right now,insult,1,medium,en,synthetic_template_v1
13886,listen everyone heard that you ruined the comment in this group,rumor_mockery,1,high,en,synthetic_template_v1
13887,shut up and stop being so annoying today,general_abuse,1,medium,en,synthetic_template_v1
13888,seriously stop pretending you understand the message online,academic_attack,1,medium,en,synthetic_template_v1
13889,again people will remember this embarrassing answer,humiliation,1,high,en,synthetic_template_v1
13890,listen everyone knows you lied about the code,rumor_mockery,1,high,en,synthetic_template_v1
13891,your comment makes no sense at all in this group,insult,1,medium,en,synthetic_template_v1
13892,seriously your profile picture looks ridiculous in this group,appearance_attack,1,high,en,synthetic_template_v1
13893,Seriously stop pretending you understand the report right now.,academic_attack,1,medium,en,synthetic_template_v1
13894,Again your appearance looks embarrassing in that photo.,appearance_attack,1,high,en,synthetic_template_v1
13895,Listen please share your presentation when you are free today.,normal,0,none,en,synthetic_template_v1
13896,really your idea is a joke to everyone online,humiliation,1,high,en,synthetic_template_v1
13897,honestly people will remember this embarrassing code online,humiliation,1,high,en,synthetic_template_v1
13898,this message made you look ridiculous in this group,humiliation,1,high,en,synthetic_template_v1
13899,really you are too annoying to understand this project,academic_attack,1,medium,en,synthetic_template_v1
13900,really please share your post when you are free online,normal,0,none,en,synthetic_template_v1
13901,again your post is a joke to everyone today,humiliation,1,high,en,synthetic_template_v1
13902,i disagree with your idea but i respect your view in this group,normal,0,none,en,synthetic_template_v1
13903,honestly your report is interesting right now,normal,0,none,en,synthetic_template_v1
13904,Again your opinion makes no sense at all!,insult,1,medium,en,synthetic_template_v1
13905,listen your appearance looks awful in that photo every time,appearance_attack,1,high,en,synthetic_template_v1
13906,honestly let us improve the research together right now,normal,0,none,en,synthetic_template_v1
13907,really thank you for your useful opinion right now,normal,0,none,en,synthetic_template_v1
13908,seriously shut up and stop being so worthless in this group,general_abuse,1,medium,en,synthetic_template_v1
13909,Really stop posting photos because you look terrible online!,appearance_attack,1,high,en,synthetic_template_v1
13910,really you are too incompetent to understand this code in this group,academic_attack,1,medium,en,synthetic_template_v1
13911,seriously you look awkward in that photo today,appearance_attack,1,high,en,synthetic_template_v1
13912,nobody should work with you on the presentation right now,exclusion,1,medium,en,synthetic_template_v1
13913,again everyone heard that you ruined the report,rumor_mockery,1,high,en,synthetic_template_v1
13914,People will remember this embarrassing research online,humiliation,1,high,en,synthetic_template_v1
13915,seriously everyone is tired of seeing your post in this group,harassment,1,high,en,synthetic_template_v1
13916,really nobody should work with you on the presentation online,exclusion,1,medium,en,synthetic_template_v1
13917,again your idea is completely embarrassing,insult,1,medium,en,synthetic_template_v1
13918,thank you for your impressive code right now,normal,0,none,en,synthetic_template_v1
13919,honestly your appearance looks poor in that photo right now,appearance_attack,1,high,en,synthetic_template_v1
13920,Seriously great job on the post online,normal,0,none,en,synthetic_template_v1
13921,Seriously people say your comment was copied today,rumor_mockery,1,high,en,synthetic_template_v1
13922,really you look awkward in that photo today,appearance_attack,1,high,en,synthetic_template_v1
13923,again you look ridiculous in every picture today,appearance_attack,1,high,en,synthetic_template_v1
13924,seriously your appearance looks awful in that photo right now,appearance_attack,1,high,en,synthetic_template_v1
13925,Honestly everyone should block you from the group today.,exclusion,1,medium,en,synthetic_template_v1
13926,seriously people will remember this embarrassing assignment right now,humiliation,1,high,en,synthetic_template_v1
13927,Honestly everyone is laughing at your research online,humiliation,1,high,en,synthetic_template_v1
13928,really you look ugly in every picture every time,appearance_attack,1,high,en,synthetic_template_v1
13929,really you look terrible in every picture every time,appearance_attack,1,high,en,synthetic_template_v1
13930,Seriously do not include this person in the team every time!,exclusion,1,medium,en,synthetic_template_v1
13931,really you are too worthless to understand this post,academic_attack,1,medium,en,synthetic_template_v1
13932,Seriously people will remember this embarrassing code in this group!,humiliation,1,high,en,synthetic_template_v1
13933,Again everyone is laughing at your project today,humiliation,1,high,en,synthetic_template_v1
13934,this answer made you look ridiculous every time,humiliation,1,high,en,synthetic_template_v1
13935,Really you are not invited to our group in this group.,exclusion,1,medium,en,synthetic_template_v1
13936,really keep talking and show everyone how annoying you are in this group,provocation,1,medium,en,synthetic_template_v1
13937,seriously everyone knows you lied about the research,rumor_mockery,1,high,en,synthetic_template_v1
13938,Seriously nobody should work with you on the assignment in this group,exclusion,1,medium,en,synthetic_template_v1
13939,Listen everyone is laughing at your post online.,humiliation,1,high,en,synthetic_template_v1
13940,really your drawing is completely nonsense right now,insult,1,medium,en,synthetic_template_v1
13941,Listen great job on the project every time!,normal,0,none,en,synthetic_template_v1
13942,Again everyone knows you lied about the code today.,rumor_mockery,1,high,en,synthetic_template_v1
13943,honestly everyone is tired of seeing your code online,harassment,1,high,en,synthetic_template_v1
13944,post another nonsense report for us to mock today,provocation,1,medium,en,synthetic_template_v1
13945,Stay out of our online group right now,exclusion,1,medium,en,synthetic_template_v1
13946,again everyone should block you from the group today,exclusion,1,medium,en,synthetic_template_v1
13947,Really people will remember this embarrassing project!,humiliation,1,high,en,synthetic_template_v1
13948,post another worthless comment for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
13949,Listen your style looks terrible right now.,appearance_attack,1,high,en,synthetic_template_v1
13950,again people will remember this embarrassing code right now,humiliation,1,high,en,synthetic_template_v1
13951,Seriously everyone is talking about your embarrassing mistake every time.,rumor_mockery,1,high,en,synthetic_template_v1
13952,really keep talking and show everyone how hopeless you are every time,provocation,1,medium,en,synthetic_template_v1
13953,listen your effort on this answer is appreciated today,normal,0,none,en,synthetic_template_v1
13954,honestly keep talking and show everyone how ridiculous you are every time,provocation,1,medium,en,synthetic_template_v1
13955,again you embarrassed yourself with that idea today,humiliation,1,high,en,synthetic_template_v1
13956,keep talking and show everyone how incompetent you are in this group,provocation,1,medium,en,synthetic_template_v1
13957,Listen you are too annoying to understand this comment today,academic_attack,1,medium,en,synthetic_template_v1
13958,nobody should work with you on the design in this group,exclusion,1,medium,en,synthetic_template_v1
13959,honestly you are too annoying to understand this opinion online,academic_attack,1,medium,en,synthetic_template_v1
13960,seriously stop posting photos because you look ugly right now,appearance_attack,1,high,en,synthetic_template_v1
13961,your comment makes no sense at all online,insult,1,medium,en,synthetic_template_v1
13962,listen great job on the answer,normal,0,none,en,synthetic_template_v1
13963,listen your report is completely poor right now,insult,1,medium,en,synthetic_template_v1
13964,please share your presentation when you are free every time,normal,0,none,en,synthetic_template_v1
13965,listen we will keep reporting every presentation you post,harassment,1,high,en,synthetic_template_v1
13966,honestly your style looks useless,appearance_attack,1,high,en,synthetic_template_v1
13967,Again we will keep reporting every message you post every time,harassment,1,high,en,synthetic_template_v1
13968,really you embarrassed yourself with that comment every time,humiliation,1,high,en,synthetic_template_v1
13969,seriously we will keep reporting every code you post in this group,harassment,1,high,en,synthetic_template_v1
13970,seriously thank you for your well prepared idea every time,normal,0,none,en,synthetic_template_v1
13971,really keep talking and show everyone how stupid you are,provocation,1,medium,en,synthetic_template_v1
13972,Again you always make a fool of yourself online right now.,humiliation,1,high,en,synthetic_template_v1
13973,honestly stop posting photos because you look unpleasant,appearance_attack,1,high,en,synthetic_template_v1
13974,honestly post another poor message for us to mock today,provocation,1,medium,en,synthetic_template_v1
13975,really everyone knows you lied about the opinion today,rumor_mockery,1,high,en,synthetic_template_v1
13976,again your profile picture looks awful every time,appearance_attack,1,high,en,synthetic_template_v1
13977,honestly people say your research was copied today,rumor_mockery,1,high,en,synthetic_template_v1
13978,seriously your style looks worthless today,appearance_attack,1,high,en,synthetic_template_v1
13979,your style looks awful every time,appearance_attack,1,high,en,synthetic_template_v1
13980,again we will keep reporting every drawing you post today,harassment,1,high,en,synthetic_template_v1
13981,seriously you are too ridiculous to understand this design today,academic_attack,1,medium,en,synthetic_template_v1
13982,again get lost you hopeless every time,general_abuse,1,medium,en,synthetic_template_v1
13983,really shut up and stop being so ridiculous every time,general_abuse,1,medium,en,synthetic_template_v1
13984,really nobody cares about your drawing,general_abuse,1,medium,en,synthetic_template_v1
13985,everyone heard that you ruined the assignment right now,rumor_mockery,1,high,en,synthetic_template_v1
13986,again stop pretending you understand the code in this group,academic_attack,1,medium,en,synthetic_template_v1
13987,you embarrassed yourself with that code right now,humiliation,1,high,en,synthetic_template_v1
13988,really your message is interesting today,normal,0,none,en,synthetic_template_v1
13989,you are acting like a useless person every time,insult,1,medium,en,synthetic_template_v1
13990,Post another awful design for us to mock today!,provocation,1,medium,en,synthetic_template_v1
13991,you will never complete this comment correctly,academic_attack,1,medium,en,synthetic_template_v1
13992,your project is a complete failure every time,academic_attack,1,medium,en,synthetic_template_v1
13993,honestly let us improve the drawing together in this group,normal,0,none,en,synthetic_template_v1
13994,Listen you are a joke today,general_abuse,1,medium,en,synthetic_template_v1
13995,honestly everyone is laughing at your opinion online,humiliation,1,high,en,synthetic_template_v1
13996,seriously post another hopeless message for us to mock every time,provocation,1,medium,en,synthetic_template_v1
13997,honestly people will remember this embarrassing comment today,humiliation,1,high,en,synthetic_template_v1
13998,Really you do not belong in this chat online!,exclusion,1,medium,en,synthetic_template_v1
13999,again your assignment makes no sense at all every time,insult,1,medium,en,synthetic_template_v1
14000,have a good day and take care,normal,0,none,en,synthetic_template_v1
14001,you embarrassed yourself with that assignment,humiliation,1,high,en,synthetic_template_v1
14002,again shut up and stop being so useless right now,general_abuse,1,medium,en,synthetic_template_v1
14003,seriously your appearance looks hopeless in that photo,appearance_attack,1,high,en,synthetic_template_v1
14004,again your appearance looks ridiculous in that photo today,appearance_attack,1,high,en,synthetic_template_v1
14005,really post another embarrassing design for us to mock today,provocation,1,medium,en,synthetic_template_v1
14006,seriously i disagree with your drawing but i respect your view today,normal,0,none,en,synthetic_template_v1
14007,Seriously you explained the design very clearly every time,normal,0,none,en,synthetic_template_v1
14008,Honestly we will continue without you every time.,exclusion,1,medium,en,synthetic_template_v1
14009,Again everyone heard that you ruined the comment in this group,rumor_mockery,1,high,en,synthetic_template_v1
14010,listen shut up and stop being so useless in this group,general_abuse,1,medium,en,synthetic_template_v1
14011,Again your messages are unwanted every time,harassment,1,high,en,synthetic_template_v1
14012,we made another group without you right now,exclusion,1,medium,en,synthetic_template_v1
14013,Listen post another terrible report for us to mock every time.,provocation,1,medium,en,synthetic_template_v1
14014,honestly i disagree with your post but i respect your view every time,normal,0,none,en,synthetic_template_v1
14015,listen your research is completely ridiculous right now,insult,1,medium,en,synthetic_template_v1
14016,honestly your comment is completely nonsense online,insult,1,medium,en,synthetic_template_v1
14017,stop pretending you understand the research right now,academic_attack,1,medium,en,synthetic_template_v1
14018,this project was useful and interesting right now,normal,0,none,en,synthetic_template_v1
14019,Your code is completely embarrassing in this group.,insult,1,medium,en,synthetic_template_v1
14020,honestly i disagree with your comment but i respect your view,normal,0,none,en,synthetic_template_v1
14021,listen post another poor drawing for us to mock,provocation,1,medium,en,synthetic_template_v1
14022,honestly everyone can see how embarrassing your design is,humiliation,1,high,en,synthetic_template_v1
14023,everyone is laughing at your comment every time,humiliation,1,high,en,synthetic_template_v1
14024,listen nobody should work with you on the design,exclusion,1,medium,en,synthetic_template_v1
14025,listen you are too hopeless to understand this assignment online,academic_attack,1,medium,en,synthetic_template_v1
14026,honestly you always give terrible answers,insult,1,medium,en,synthetic_template_v1
14027,seriously that was a very foolish response,insult,1,medium,en,synthetic_template_v1
14028,Listen people are laughing at how you look right now!,appearance_attack,1,high,en,synthetic_template_v1
14029,really that was a very foolish response right now,insult,1,medium,en,synthetic_template_v1
14030,really everyone knows you lied about the research online,rumor_mockery,1,high,en,synthetic_template_v1
14031,really this is the most awful research here online,insult,1,medium,en,synthetic_template_v1
14032,again you will never complete this opinion correctly,academic_attack,1,medium,en,synthetic_template_v1
14033,seriously your style looks ridiculous today,appearance_attack,1,high,en,synthetic_template_v1
14034,Again reply again so everyone can laugh at you today,provocation,1,medium,en,synthetic_template_v1
14035,honestly stop posting such hopeless things in this group,insult,1,medium,en,synthetic_template_v1
14036,I really liked your message right now,normal,0,none,en,synthetic_template_v1
14037,we will keep reporting every report you post right now,harassment,1,high,en,synthetic_template_v1
14038,Really you are acting like a incompetent person today.,insult,1,medium,en,synthetic_template_v1
14039,again post another terrible project for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
14040,Listen reply again so everyone can laugh at you.,provocation,1,medium,en,synthetic_template_v1
14041,stop posting photos because you look unpleasant every time,appearance_attack,1,high,en,synthetic_template_v1
14042,Listen nobody should work with you on the answer online!,exclusion,1,medium,en,synthetic_template_v1
14043,seriously stop posting photos because you look terrible,appearance_attack,1,high,en,synthetic_template_v1
14044,we do not want you in this discussion online,harassment,1,high,en,synthetic_template_v1
14045,Seriously stop pretending you understand the post in this group,academic_attack,1,medium,en,synthetic_template_v1
14046,Seriously get lost you foolish online.,general_abuse,1,medium,en,synthetic_template_v1
14047,seriously we will keep reporting every presentation you post online,harassment,1,high,en,synthetic_template_v1
14048,honestly great job on the assignment in this group,normal,0,none,en,synthetic_template_v1
14049,honestly you are too annoying to understand this research today,academic_attack,1,medium,en,synthetic_template_v1
14050,honestly this is another embarrassing post from you today,humiliation,1,high,en,synthetic_template_v1
14051,honestly nobody cares about your post online,general_abuse,1,medium,en,synthetic_template_v1
14052,nobody should work with you on the idea every time,exclusion,1,medium,en,synthetic_template_v1
14053,honestly post another worthless project for us to mock online,provocation,1,medium,en,synthetic_template_v1
14054,Listen we will keep reporting every post you post!,harassment,1,high,en,synthetic_template_v1
14055,seriously your profile picture looks poor every time,appearance_attack,1,high,en,synthetic_template_v1
14056,honestly stop posting such pathetic things in this group,insult,1,medium,en,synthetic_template_v1
14057,Your mistake is being shared for everyone to laugh at every time,humiliation,1,high,en,synthetic_template_v1
14058,Again keep talking and show everyone how stupid you are in this group.,provocation,1,medium,en,synthetic_template_v1
14059,Again everyone is talking about your embarrassing mistake right now!,rumor_mockery,1,high,en,synthetic_template_v1
14060,really people say your opinion was copied online,rumor_mockery,1,high,en,synthetic_template_v1
14061,Seriously let us improve the message together online,normal,0,none,en,synthetic_template_v1
14062,listen you failed again in front of everyone online,humiliation,1,high,en,synthetic_template_v1
14063,your research is completely awful right now,insult,1,medium,en,synthetic_template_v1
14064,seriously what a worthless thing to say,insult,1,medium,en,synthetic_template_v1
14065,again you explained the drawing very clearly today,normal,0,none,en,synthetic_template_v1
14066,again your effort on this report is appreciated online,normal,0,none,en,synthetic_template_v1
14067,really everyone is tired of seeing your assignment every time,harassment,1,high,en,synthetic_template_v1
14068,again this research made you look ridiculous,humiliation,1,high,en,synthetic_template_v1
14069,honestly post another worthless opinion for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
14070,Listen your messages are unwanted every time today!,harassment,1,high,en,synthetic_template_v1
14071,You are not invited to our group every time!,exclusion,1,medium,en,synthetic_template_v1
14072,Listen your style looks poor today!,appearance_attack,1,high,en,synthetic_template_v1
14073,honestly you are too hopeless to understand this post every time,academic_attack,1,medium,en,synthetic_template_v1
14074,seriously shut up and stop being so annoying today,general_abuse,1,medium,en,synthetic_template_v1
14075,seriously your style looks awful online,appearance_attack,1,high,en,synthetic_template_v1
14076,seriously everyone is tired of seeing your drawing,harassment,1,high,en,synthetic_template_v1
14077,again stop pretending you understand the idea in this group,academic_attack,1,medium,en,synthetic_template_v1
14078,Again you are too worthless to understand this message today.,academic_attack,1,medium,en,synthetic_template_v1
14079,seriously everyone knows you lied about the report,rumor_mockery,1,high,en,synthetic_template_v1
14080,Really the group is joking about your latest mistake online!,rumor_mockery,1,high,en,synthetic_template_v1
14081,post another terrible message for us to mock online,provocation,1,medium,en,synthetic_template_v1
14082,Again you are not welcome in our discussion in this group.,exclusion,1,medium,en,synthetic_template_v1
14083,really please share your design when you are free every time,normal,0,none,en,synthetic_template_v1
14084,Really you are too stupid to understand this assignment.,academic_attack,1,medium,en,synthetic_template_v1
14085,honestly shut up and stop being so clueless right now,general_abuse,1,medium,en,synthetic_template_v1
14086,really keep talking and show everyone how worthless you are,provocation,1,medium,en,synthetic_template_v1
14087,listen your marks show that you are hopeless every time,academic_attack,1,medium,en,synthetic_template_v1
14088,again stop posting such embarrassing things online,insult,1,medium,en,synthetic_template_v1
14089,we will keep reporting every drawing you post online,harassment,1,high,en,synthetic_template_v1
14090,really nobody should work with you on the post in this group,exclusion,1,medium,en,synthetic_template_v1
14091,seriously this project was useful and interesting online,normal,0,none,en,synthetic_template_v1
14092,again you will never complete this report correctly,academic_attack,1,medium,en,synthetic_template_v1
14093,seriously everyone is tired of seeing your answer today,harassment,1,high,en,synthetic_template_v1
14094,Again you embarrassed yourself with that post in this group,humiliation,1,high,en,synthetic_template_v1
14095,honestly we will keep reporting every design you post,harassment,1,high,en,synthetic_template_v1
14096,really post another useless message for us to mock online,provocation,1,medium,en,synthetic_template_v1
14097,Listen let us improve the assignment together online.,normal,0,none,en,synthetic_template_v1
14098,again stop posting photos because you look ugly right now,appearance_attack,1,high,en,synthetic_template_v1
14099,we will keep reporting every answer you post every time,harassment,1,high,en,synthetic_template_v1
14100,post another poor design for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
14101,listen your style looks useless online,appearance_attack,1,high,en,synthetic_template_v1
14102,really your answer makes no sense at all today,insult,1,medium,en,synthetic_template_v1
14103,Honestly your profile picture looks embarrassing.,appearance_attack,1,high,en,synthetic_template_v1
14104,Listen shut up and stop being so hopeless today,general_abuse,1,medium,en,synthetic_template_v1
14105,everyone heard that you ruined the report every time,rumor_mockery,1,high,en,synthetic_template_v1
14106,Listen everyone is tired of seeing your presentation online,harassment,1,high,en,synthetic_template_v1
14107,again your effort on this idea is appreciated right now,normal,0,none,en,synthetic_template_v1
14108,your style looks hopeless,appearance_attack,1,high,en,synthetic_template_v1
14109,honestly we will keep reporting every message you post,harassment,1,high,en,synthetic_template_v1
14110,people say your comment was copied right now,rumor_mockery,1,high,en,synthetic_template_v1
14111,seriously you sound hopeless in this comment online,insult,1,medium,en,synthetic_template_v1
14112,Honestly what a ridiculous thing to say online,insult,1,medium,en,synthetic_template_v1
14113,really you always give awful answers today,insult,1,medium,en,synthetic_template_v1
14114,honestly your code is the worst in the class today,academic_attack,1,medium,en,synthetic_template_v1
14115,your profile picture looks worthless in this group,appearance_attack,1,high,en,synthetic_template_v1
14116,Really the group keeps mocking what happened to you every time.,rumor_mockery,1,high,en,synthetic_template_v1
14117,Honestly your effort on this project is appreciated!,normal,0,none,en,synthetic_template_v1
14118,really you explained the research very clearly right now,normal,0,none,en,synthetic_template_v1
14119,Your style looks poor in this group,appearance_attack,1,high,en,synthetic_template_v1
14120,really your code is completely worthless right now,insult,1,medium,en,synthetic_template_v1
14121,listen reply again so everyone can laugh at you online,provocation,1,medium,en,synthetic_template_v1
14122,Again people will remember this embarrassing opinion today.,humiliation,1,high,en,synthetic_template_v1
14123,seriously you do not belong in this chat,exclusion,1,medium,en,synthetic_template_v1
14124,really your drawing makes no sense at all in this group,insult,1,medium,en,synthetic_template_v1
14125,honestly you are acting like a foolish person in this group,insult,1,medium,en,synthetic_template_v1
14126,Nobody should work with you on the assignment!,exclusion,1,medium,en,synthetic_template_v1
14127,Honestly keep posting because your mistakes entertain everyone in this group.,provocation,1,medium,en,synthetic_template_v1
14128,Really keep away from our group conversations today!,harassment,1,high,en,synthetic_template_v1
14129,Everyone is laughing at your report right now,humiliation,1,high,en,synthetic_template_v1
14130,Again you will never complete this presentation correctly.,academic_attack,1,medium,en,synthetic_template_v1
14131,really stop pretending you understand the idea every time,academic_attack,1,medium,en,synthetic_template_v1
14132,honestly stop pretending you understand the presentation in this group,academic_attack,1,medium,en,synthetic_template_v1
14133,again this opinion made you look ridiculous today,humiliation,1,high,en,synthetic_template_v1
14134,Again the group is joking about your latest mistake,rumor_mockery,1,high,en,synthetic_template_v1
14135,seriously you explained the code very clearly,normal,0,none,en,synthetic_template_v1
14136,Really nobody should work with you on the report online,exclusion,1,medium,en,synthetic_template_v1
14137,listen you are too annoying to understand this idea online,academic_attack,1,medium,en,synthetic_template_v1
14138,honestly post another embarrassing presentation for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
14139,really post another embarrassing design for us to mock right now,provocation,1,medium,en,synthetic_template_v1
14140,Honestly i really liked your post online!,normal,0,none,en,synthetic_template_v1
14141,what a incompetent thing to say,insult,1,medium,en,synthetic_template_v1
14142,really stop pretending you understand the design today,academic_attack,1,medium,en,synthetic_template_v1
14143,seriously let us improve the drawing together right now,normal,0,none,en,synthetic_template_v1
14144,your opinion is completely awful online,insult,1,medium,en,synthetic_template_v1
14145,again i disagree with your comment but i respect your view every time,normal,0,none,en,synthetic_template_v1
14146,great job on the opinion,normal,0,none,en,synthetic_template_v1
14147,listen everyone knows you lied about the idea online,rumor_mockery,1,high,en,synthetic_template_v1
14148,listen post another embarrassing drawing for us to mock in this group,provocation,1,medium,en,synthetic_template_v1
14149,listen you sound foolish in this research today,insult,1,medium,en,synthetic_template_v1
14150,everyone can see how embarrassing your opinion is,humiliation,1,high,en,synthetic_template_v1
14151,again stop pretending you understand the idea right now,academic_attack,1,medium,en,synthetic_template_v1
14152,seriously your style looks terrible,appearance_attack,1,high,en,synthetic_template_v1
14153,listen everyone heard that you ruined the presentation in this group,rumor_mockery,1,high,en,synthetic_template_v1
14154,listen stop posting such terrible things online,insult,1,medium,en,synthetic_template_v1
14155,honestly keep talking and show everyone how useless you are every time,provocation,1,medium,en,synthetic_template_v1
14156,really your code is the worst in the class today,academic_attack,1,medium,en,synthetic_template_v1
14157,keep talking and show everyone how ridiculous you are right now,provocation,1,medium,en,synthetic_template_v1
14158,seriously this post was useful and interesting online,normal,0,none,en,synthetic_template_v1
14159,Again you will never complete this opinion correctly every time!,academic_attack,1,medium,en,synthetic_template_v1
14160,seriously go on and embarrass yourself again today,provocation,1,medium,en,synthetic_template_v1
14161,that was a very stupid response right now,insult,1,medium,en,synthetic_template_v1
14162,Honestly everyone knows you lied about the drawing today,rumor_mockery,1,high,en,synthetic_template_v1
14163,you are so foolish,insult,1,medium,en,synthetic_template_v1
14164,listen keep talking and show everyone how foolish you are online,provocation,1,medium,en,synthetic_template_v1
14165,really your idea is excellent right now,normal,0,none,en,synthetic_template_v1
14166,again let us improve the drawing together today,normal,0,none,en,synthetic_template_v1
14167,really you look ridiculous in every picture online,appearance_attack,1,high,en,synthetic_template_v1
14168,shut up and stop being so incompetent online,general_abuse,1,medium,en,synthetic_template_v1
14169,really you cannot solve even a simple question right now,academic_attack,1,medium,en,synthetic_template_v1
14170,honestly your design makes no sense at all,insult,1,medium,en,synthetic_template_v1
14171,honestly post another poor design for us to mock right now,provocation,1,medium,en,synthetic_template_v1
14172,again people say your research was copied today,rumor_mockery,1,high,en,synthetic_template_v1
14173,listen your opinion is helpful in this group,normal,0,none,en,synthetic_template_v1
14174,honestly this answer made you look ridiculous,humiliation,1,high,en,synthetic_template_v1
14175,Listen your profile picture looks worthless in this group,appearance_attack,1,high,en,synthetic_template_v1
14176,Again stay out of our online group online!,exclusion,1,medium,en,synthetic_template_v1
14177,Listen great job on the comment today,normal,0,none,en,synthetic_template_v1
14178,listen nobody cares about your message every time,general_abuse,1,medium,en,synthetic_template_v1
14179,really people say your message was copied today,rumor_mockery,1,high,en,synthetic_template_v1
14180,Post another poor post for us to mock,provocation,1,medium,en,synthetic_template_v1
14181,listen you explained the post very clearly right now,normal,0,none,en,synthetic_template_v1
14182,again you are a total failure right now,general_abuse,1,medium,en,synthetic_template_v1
14183,listen you embarrassed yourself with that project right now,humiliation,1,high,en,synthetic_template_v1
14184,Seriously i disagree with your drawing but i respect your view in this group!,normal,0,none,en,synthetic_template_v1
14185,you will never complete this idea correctly right now,academic_attack,1,medium,en,synthetic_template_v1
14186,honestly this opinion made you look ridiculous,humiliation,1,high,en,synthetic_template_v1
14187,seriously your comment is completely terrible today,insult,1,medium,en,synthetic_template_v1
14188,please share your project when you are free in this group,normal,0,none,en,synthetic_template_v1
14189,honestly everyone is tired of seeing your comment right now,harassment,1,high,en,synthetic_template_v1
14190,seriously get lost you stupid online,general_abuse,1,medium,en,synthetic_template_v1
14191,you explained the code very clearly right now,normal,0,none,en,synthetic_template_v1
14192,honestly this design made you look ridiculous in this group,humiliation,1,high,en,synthetic_template_v1
14193,listen your style looks hopeless online,appearance_attack,1,high,en,synthetic_template_v1
14194,listen you will never complete this message correctly in this group,academic_attack,1,medium,en,synthetic_template_v1
14195,Really your assignment is completely ridiculous,insult,1,medium,en,synthetic_template_v1
14196,This assignment was useful and interesting today.,normal,0,none,en,synthetic_template_v1
